ReturnDate,TerritoryKey,ProductKey,ReturnQuantity
42901,6,220,1
42901,6,529,1
42901,8,485,1
42901,9,480,1
42901,10,478,1
42902,8,480,1
42902,9,479,1
42902,10,466,1
42903,1,354,1
42903,1,481,1
42903,9,489,1
42903,9,528,1
42903,9,535,1
42903,10,352,1
42903,10,597,1
42904,10,535,1
42905,1,356,1
42905,9,487,1
42905,10,563,1
42906,1,528,1
42906,4,479,1
42906,8,586,1
42906,9,362,1
42907,8,482,1
42907,8,536,1
42907,9,462,1
42907,9,477,1
42907,10,220,1
42907,10,477,1
42908,1,232,1
42908,1,485,1
42908,4,529,1
42908,6,220,1
42908,6,476,1
42908,6,488,1
42908,9,477,1
42908,9,584,1
42909,6,528,1
42909,9,539,1
42909,9,562,1
42909,9,563,1
42910,1,479,1
42910,1,480,1
42910,1,485,1
42910,1,487,1
42910,9,474,1
42910,10,581,1
42911,6,223,1
42911,9,477,1
42911,9,478,1
42911,9,484,1
42911,9,539,1
42912,1,472,1
42912,6,477,1
42912,9,538,1
42913,4,478,1
42913,4,537,1
42913,10,220,1
42914,1,214,1
42914,1,480,1
42914,1,587,1
42914,4,387,1
42914,4,528,2
42914,8,381,1
42914,10,477,1
42914,10,487,1
42915,4,356,1
42915,4,587,1
42915,8,541,1
42915,9,477,1
42916,6,491,1
42916,8,477,1
42916,9,477,1
42916,10,223,1
42916,10,477,1
